id,text,category
493,aluminium window is bent. Looking for an experienced aluminum fabricator.,Aluminum Fabricator
494,Need expert assistance to prepare meals.,Cook
495,Please send a elder caregiver. I need a caregiver for senior care.,Elder Caregiver
496,My situation is urgent because the AC is leaking water.,AC Technician
497,Looking for an experienced auto electrician to check the battery.,Auto Electrician
498,the garden is overgrown. I need this fixed soon.,Gardener
499,Could someone please repair the engine?,Car Mechanic
500,paint is peeling from the ceiling. I need this fixed as soon as possible.,Painter
501,I'm experiencing a problem because window grill is loose. I need a welder.,Welder
502,I would like to hire a ac technician.,AC Technician
503,I need professional help since I need someone to look after my child.,Babysitter
504,Can anyone recommend a reliable auto electrician? the vehicle wiring needs repair.,Auto Electrician
505,Who can help? my bike won't start.,Motorcycle Mechanic
506,the bookshelf is broken. I need this fixed soon.,Carpenter
507,Please send a electrician; circuit breaker trips repeatedly.,Electrician
508,my window glass is cracked. I need this fixed soon.,Glass Installer
509,I need a washing machine technician because the washing machine stopped mid-cycle.,Washing Machine Technician
510,I'm looking for a reliable tire repair.,Tire Repair
511,Need urgent assistance because the front wall has cracks.,Mason
512,Could someone help me to repair the computer?,Computer Technician
513,Can a refrigerator technician visit today? my refrigerator is not cooling.,Refrigerator Technician
514,My problem is that there are cockroaches in my house. I need a pest control.,Pest Control
515,Looking for an experienced refrigerator technician to repair the refrigerator.,Refrigerator Technician
516,Please help because the machine is leaking.,Washing Machine Technician
517,elderly parent needs daily support. Looking for an experienced elder caregiver.,Elder Caregiver
518,I need professional help to repair the gate.,Welder
519,I would like to hire a welder.,Welder
520,I need a aluminum fabricator because I need an aluminium partition.,Aluminum Fabricator
521,Could someone recommend a reliable cook? I need meal preparation assistance.,Cook
522,I have a flat tyre. I need this fixed soon.,Tire Repair
523,I would like to hire a plumber to clear the blockage.,Plumber
524,Looking for immediate assistance to clean every room.,House Cleaner
525,Who can help me? the office floor needs cleaning.,Office Cleaner
526,Can anyone recommend a good cctv technician?,CCTV Technician
527,I would like to hire a mason to repair the masonry.,Mason
528,Who can help me? my washing machine won't spin.,Washing Machine Technician
529,I need a office cleaner because the workspace needs sanitizing.,Office Cleaner
530,Can anyone recommend a reliable computer technician? the computer keeps restarting.,Computer Technician
531,Who can remove the pests for me?,Pest Control
532,need help with household chores. Looking for an experienced domestic helper.,Domestic Helper
533,I'm experiencing a problem because washing cycle stops halfway. I need a washing machine technician.,Washing Machine Technician
534,I need someone to repaint the walls.,Painter
535,I would like to hire a mason to finish the cement work.,Mason
536,Need urgent assistance because the office floor needs cleaning.,Office Cleaner
537,Can anyone recommend an experienced plumber?,Plumber
538,I would like to hire a office cleaner.,Office Cleaner
539,Need urgent help because garden is overgrown.,Gardener
540,Who can help me? my laptop won't start.,Computer Technician
541,I'm having an issue because the battery drains quickly.,Mobile Phone Technician
542,Looking for an experienced electrician to inspect the electrical system.,Electrician
543,Looking for immediate assistance to prepare meals.,Cook
544,Need urgent assistance because my phone won't turn on.,Mobile Phone Technician
545,my roof has started leaking. I need this fixed soon.,Roofer
546,I need someone to help with housework.,Domestic Helper
547,I need a electrician because the lights won't turn on.,Electrician
548,fridge is not cooling. Looking for an experienced refrigerator technician.,Refrigerator Technician
549,Need expert assistance to replace the glass.,Glass Installer
550,Who can help? my tyre is punctured.,Tire Repair
551,I need a professional babysitter to take care of my child.,Babysitter
552,Looking for an experienced house cleaner to clean the house.,House Cleaner
553,the bathroom pipe is leaking. I need this fixed as soon as possible.,Plumber
554,I would like to hire a refrigerator technician because my refrigerator is not cooling.,Refrigerator Technician
555,I would like to hire a auto electrician. battery keeps draining.,Auto Electrician
556,I need someone to repair the TV.,TV Repair Technician
557,Could someone please inspect the cooling system?,Refrigerator Technician
558,my cupboard door is loose. I need this fixed soon.,Carpenter
559,I need someone to take care of my child.,Babysitter
560,Looking for an experienced elder caregiver to provide elderly care.,Elder Caregiver
561,there are termites in the wooden furniture. I need this fixed soon.,Pest Control
562,Who can repair aluminium fittings for me?,Aluminum Fabricator
563,My situation is urgent because my phone won't charge.,Mobile Phone Technician
564,Can a carpenter visit today? my wardrobe is broken.,Carpenter
565,my CCTV system is not working. Please help as soon as possible.,CCTV Technician
566,my elderly parent needs assistance. Looking for a reliable elder caregiver.,Elder Caregiver
567,Could someone help me to install glass panels?,Glass Installer
568,Please send a cook; need daily meal preparation.,Cook
569,My situation is urgent because the ceiling paint is peeling.,Painter
570,I need an experienced plumber.,Plumber
571,Need urgent assistance because my bike won't start.,Motorcycle Mechanic
572,I'm looking for a skilled elder caregiver to assist my elderly parent.,Elder Caregiver
573,the refrigerator is warm inside. I need this fixed soon.,Refrigerator Technician
574,bathroom drain is blocked. Can someone assist?,Plumber
575,I need a pest control because rats are damaging my storage area.,Pest Control
576,Can anyone recommend a reliable pest control? I have a termite infestation.,Pest Control
577,Can anyone recommend an experienced auto electrician?,Auto Electrician
578,I need someone to do deep cleaning.,House Cleaner
579,I need professional help to fix the plumbing.,Plumber
580,my phone won't charge. Looking for a qualified mobile phone technician.,Mobile Phone Technician
581,I would like to hire a security guard to guard the premises.,Security Guard
582,I need a qualified office cleaner to sanitize the workspace.,Office Cleaner
583,I need an experienced auto electrician.,Auto Electrician
584,I'm having an issue because my tyre has a puncture.,Tire Repair
585,Need urgent assistance because I need weekly house cleaning.,House Cleaner
586,I've been dealing with this issue: I need a cook for daily meals.,Cook
587,I need a roofer because rainwater is coming through the roof.,Roofer
588,I'm looking for a skilled carpenter to repair the furniture.,Carpenter
589,I've been dealing with this issue: I need assistance with laundry.,Domestic Helper
590,I'm having an issue because my garden needs maintenance.,Gardener
591,I'm looking for a reliable office cleaner.,Office Cleaner
592,My situation is urgent because my CCTV system is not working.,CCTV Technician
593,I need someone to replace the glass.,Glass Installer
594,I'm looking for a skilled car mechanic to inspect the vehicle.,Car Mechanic
595,Can anyone recommend an experienced elder caregiver?,Elder Caregiver
596,the bike engine is noisy. Please help as soon as possible.,Motorcycle Mechanic
597,I'm searching for a skilled motorcycle mechanic because my motorcycle won't start.,Motorcycle Mechanic
598,Could someone please help around the house?,Domestic Helper
599,I'm looking for a skilled tire repair to repair the tyre.,Tire Repair
